hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
3,82,0,0,?,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,26550,?
25,43,0,0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,95600,Prof-specialty
50,22,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,15000,Craft-repair
40,38,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,19265,Machine-op-inspct
40,31,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,62003,Exec-managerial
40,39,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,29623,Adm-clerical
55,26,0,2339,Local-gov,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,22319,Prof-specialty
40,29,0,0,Private,12th,8,Never-married,Unmarried,White,Male,United-States,19572,Craft-repair
40,29,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,22500,Other-service
48,26,0,0,Private,Masters,14,Never-married,Not-in-family,White,Female,United-States,33252,Exec-managerial
40,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,6000,Other-service
36,59,0,0,Self-emp-not-inc,10th,6,Married-civ-spouse,Husband,White,Male,United-States,31957,Exec-managerial
40,39,0,0,Private,Assoc-voc,11,Never-married,Not-in-family,White,Male,United-States,25035,Machine-op-inspct
60,36,7298,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,72098,Transport-moving
40,47,15024,0,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
30,24,0,0,Private,Assoc-acdm,12,Never-married,Own-child,White,Male,United-States,10020,Handlers-cleaners
40,36,0,0,Private,Some-college,10,Never-married,Unmarried,Asian-Pac-Islander,Female,United-States,13213,Adm-clerical
35,68,0,2377,?,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,?
60,19,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,17000,Craft-repair
40,49,0,0,Self-emp-inc,HS-grad,9,Divorced,Unmarried,White,Female,United-States,20020,Exec-managerial
45,27,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,29825,Prof-specialty
40,19,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,6722,?
50,40,0,0,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,Black,Male,United-States,10000,Exec-managerial
40,41,0,0,Local-gov,7th-8th,4,Never-married,Unmarried,Black,Female,United-States,2000,Other-service
40,41,0,0,?,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,42199,?
40,37,0,0,Private,9th,5,Divorced,Not-in-family,White,Female,United-States,7200,Other-service
40,37,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,30382,Exec-managerial
50,19,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,4000,Other-service
30,24,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,21000,Other-service
45,35,0,0,Private,Assoc-acdm,12,Divorced,Unmarried,White,Male,United-States,90000,Craft-repair
38,48,0,1902,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,85761,Prof-specialty
40,47,0,0,Private,HS-grad,9,Separated,Other-relative,White,Female,United-States,18660,Craft-repair
35,55,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,37500,Sales
3,66,0,0,Private,HS-grad,9,Never-married,Other-relative,Black,Female,United-States,1080,Other-service
20,17,0,0,Private,10th,6,Never-married,Own-child,White,Male,United-States,2000,Other-service
40,39,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,33129,Machine-op-inspct
40,49,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,51893,Craft-repair
60,57,0,0,?,Some-college,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,United-States,57262,?
20,17,0,0,Private,11th,7,Never-married,Own-child,White,Female,United-States,5000,Sales
60,31,0,0,Self-emp-not-inc,Bachelors,13,Divorced,Not-in-family,White,Male,United-States,40750,Craft-repair
10,19,0,0,Without-pay,HS-grad,9,Never-married,Own-child,White,Male,United-States,3260,Farming-fishing
40,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,164,Other-service
45,25,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,14000,Sales
40,35,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Male,United-States,43416,Craft-repair
40,30,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,8600,Exec-managerial
45,27,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,37200,Machine-op-inspct
45,39,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,34010,Exec-managerial
40,39,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,19771,Exec-managerial
40,30,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,16640,Adm-clerical
45,29,0,0,Private,Assoc-acdm,12,Never-married,Not-in-family,White,Male,United-States,43877,Tech-support
60,47,7688,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99688,Prof-specialty
35,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,6313,Sales
65,33,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,40361,Prof-specialty
40,33,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,33236,Other-service
60,49,0,1977,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Sales
38,38,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,25400,Exec-managerial
50,47,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,92020,Exec-managerial
40,20,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,5000,?
40,26,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,36450,Exec-managerial
40,29,0,0,Private,12th,8,Married-civ-spouse,Husband,White,Male,United-States,53000,Transport-moving
38,59,0,0,Private,7th-8th,4,Separated,Own-child,Black,Female,United-States,20000,Other-service
20,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,8003,Sales
50,48,15024,0,State-gov,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
60,24,0,0,?,Some-college,10,Never-married,Not-in-family,White,Male,United-States,32334,?
32,46,0,0,Private,11th,7,Married-civ-spouse,Husband,White,Male,United-States,30450,Craft-repair
40,52,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,60000,Handlers-cleaners
52,55,0,0,Private,Assoc-acdm,12,Divorced,Not-in-family,White,Female,United-States,18500,Other-service
40,49,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,99999,Transport-moving
50,39,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,13052,Exec-managerial
50,31,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,23630,Adm-clerical
40,40,0,1669,Private,Masters,14,Never-married,Not-in-family,White,Female,United-States,32171,Prof-specialty
20,58,0,0,Private,11th,7,Married-civ-spouse,Husband,White,Male,United-States,21546,Other-service
40,65,0,0,Private,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,33000,Craft-repair
40,26,0,0,Local-gov,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,18572,Craft-repair
50,32,15024,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
38,62,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,67000,Adm-clerical
45,38,0,0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
50,47,15024,0,State-gov,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
40,60,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,55395,Craft-repair
60,50,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,80200,Transport-moving
24,28,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,7984,Tech-support
38,23,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,15025,Transport-moving
65,47,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,23522,Farming-fishing
60,48,0,0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
20,38,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,37901,Tech-support
45,34,0,1977,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
20,18,0,0,Private,12th,8,Never-married,Own-child,Black,Female,United-States,4171,Sales
20,24,0,0,Private,Some-college,10,Never-married,Own-child,Black,Female,United-States,16008,Adm-clerical
50,42,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,92623,Prof-specialty
50,29,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,59000,Sales
16,17,0,0,Private,10th,6,Never-married,Own-child,White,Female,United-States,1500,Other-service
50,51,7298,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,71451,Tech-support
40,38,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,68317,Sales
40,32,0,0,Private,Some-college,10,Never-married,Own-child,Black,Female,United-States,18005,Adm-clerical
40,57,0,0,State-gov,Some-college,10,Divorced,Unmarried,White,Female,United-States,22201,Prof-specialty
30,22,0,0,?,9th,5,Never-married,Not-in-family,White,Male,United-States,6778,?
40,33,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,16630,Other-service
65,24,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,32403,Craft-repair
30,44,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,12800,Sales
40,37,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Male,United-States,26000,Machine-op-inspct
50,56,0,0,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,17234,Other-service
60,34,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Male,United-States,25000,Transport-moving
65,26,0,0,Private,Some-college,10,Married-civ-spouse,Husband,Black,Male,United-States,25000,Transport-moving
35,35,0,0,Private,Masters,14,Never-married,Not-in-family,White,Female,United-States,44149,Prof-specialty
40,49,0,1902,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,32357,Machine-op-inspct
40,30,4064,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,43064,Sales
35,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,1314,Tech-support
60,48,0,0,State-gov,Masters,14,Separated,Not-in-family,White,Male,United-States,4500,Prof-specialty
40,45,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,10400,Machine-op-inspct
40,41,0,0,Private,Masters,14,Divorced,Unmarried,White,Female,United-States,31479,Exec-managerial
35,58,0,0,?,7th-8th,4,Married-civ-spouse,Husband,Black,Male,United-States,30270,?
60,40,0,0,Local-gov,Prof-school,15,Never-married,Not-in-family,White,Male,United-States,51000,Exec-managerial
30,39,0,0,State-gov,Doctorate,16,Never-married,Not-in-family,Black,Female,United-States,47586,Prof-specialty
35,22,0,0,?,Some-college,10,Never-married,Not-in-family,Black,Female,United-States,40875,?
40,21,0,1504,Private,Assoc-voc,11,Never-married,Own-child,White,Male,United-States,16202,Craft-repair
35,26,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,39500,Exec-managerial
70,38,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,49200,Craft-repair
50,47,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,45443,Exec-managerial
24,65,0,0,Private,11th,7,Divorced,Not-in-family,White,Male,United-States,9920,Handlers-cleaners
40,38,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,35910,Craft-repair
40,31,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,12000,Other-service
50,28,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,31315,Prof-specialty
40,33,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,16340,Craft-repair
20,22,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,6007,Other-service
67,47,0,0,Self-emp-inc,Assoc-acdm,12,Widowed,Not-in-family,White,Female,United-States,26180,Exec-managerial
50,41,7688,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,92428,Sales
40,27,0,0,State-gov,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,45760,Adm-clerical
40,35,0,0,State-gov,Some-college,10,Divorced,Unmarried,White,Female,United-States,9000,Tech-support
42,22,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,18406,Sales
35,55,0,0,Private,HS-grad,9,Widowed,Unmarried,Black,Female,United-States,11000,Other-service
32,38,0,0,Private,HS-grad,9,Separated,Not-in-family,White,Female,United-States,8960,Adm-clerical
40,25,0,0,Private,9th,5,Married-civ-spouse,Husband,White,Male,United-States,16004,Handlers-cleaners
45,33,0,0,Private,10th,6,Divorced,Unmarried,White,Female,United-States,8300,Other-service
10,90,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,4433,Prof-specialty
43,31,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,75252,Tech-support
60,39,0,1887,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,66679,Protective-serv
6,62,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,38141,Craft-repair
40,53,2202,0,Private,Assoc-voc,11,Divorced,Not-in-family,Black,Female,United-States,35382,Adm-clerical
36,22,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,8000,Sales
40,50,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,United-States,61200,Farming-fishing
42,28,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,12082,Adm-clerical
40,59,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,21000,Sales
60,58,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,29500,Craft-repair
60,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,4000,Other-service
60,69,0,0,?,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,58994,?
40,25,0,0,Private,Bachelors,13,Never-married,Other-relative,White,Male,United-States,31626,Prof-specialty
34,60,0,2042,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,13960,Protective-serv
50,56,7688,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,91140,Exec-managerial
40,22,0,0,Private,HS-grad,9,Separated,Unmarried,White,Female,United-States,16000,Adm-clerical
45,35,0,1887,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,58413,Sales
40,48,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Female,United-States,14040,Sales
40,20,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,1680,?
40,58,0,0,Private,Bachelors,13,Widowed,Unmarried,White,Female,United-States,25300,Exec-managerial
40,25,0,0,Private,11th,7,Never-married,Other-relative,White,Male,United-States,9600,Machine-op-inspct
40,47,0,0,Local-gov,Masters,14,Married-civ-spouse,Wife,White,Female,United-States,70000,Prof-specialty
40,29,0,0,Federal-gov,Assoc-voc,11,Never-married,Not-in-family,White,Female,United-States,28340,Prof-specialty
50,56,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,64100,Sales
40,46,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,77200,Craft-repair
15,18,0,0,Private,11th,7,Never-married,Own-child,White,Male,United-States,3200,Sales
20,25,0,0,Private,Bachelors,13,Never-married,Own-child,White,Male,United-States,5703,Prof-specialty
20,55,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,11000,Other-service
40,37,0,0,Private,5th-6th,3,Separated,Unmarried,White,Female,United-States,3521,Other-service
40,36,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,22055,Adm-clerical
35,29,0,0,Self-emp-not-inc,HS-grad,9,Separated,Not-in-family,White,Male,United-States,8000,Craft-repair
60,30,15024,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
60,41,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,99999,Craft-repair
15,44,0,0,State-gov,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,34391,Other-service
45,39,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,33367,Adm-clerical
40,27,0,0,Private,Assoc-acdm,12,Never-married,Own-child,White,Male,United-States,12000,Craft-repair
